,City,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Windspeed,Country
373,teya,60.38,92.63,52.358000000000004,84.0,100.0,3.56,RU
374,bossangoa,6.49,17.46,68.84600000000005,92.0,97.0,0.28,CF
375,lanzhou,36.06,103.79,66.2,82.0,75.0,1.0,CN
376,leningradskiy,69.38,178.42,45.53600000000007,72.0,100.0,5.25,RU
377,ossora,59.24,163.07,68.30600000000003,46.0,3.0,1.35,RU
378,victoria,22.29,114.16,89.99600000000005,70.0,71.0,4.92,HK
379,batemans bay,-35.72,150.18,57.992,57.0,0.0,2.68,AU
380,half moon bay,37.46,-122.43,73.00400000000005,87.0,90.0,2.6,US
381,portobelo,9.55,-79.65,77.0,94.0,40.0,1.0,PA
382,bhairab bazar,24.07,90.97,78.8,94.0,90.0,1.5,BD
383,dalbandin,28.89,64.41,83.174,46.0,0.0,2.41,PK
384,olafsvik,64.89,-23.71,45.21200000000006,76.0,15.0,8.51,IS
385,ankpa,7.37,7.63,70.12400000000001,97.0,84.0,2.8,NG
386,lieto,60.51,22.46,50.0,93.0,75.0,2.1,FI
387,port-gentil,-0.72,8.78,75.57800000000006,76.0,87.0,4.22,GA
388,fort william,56.82,-5.11,50.0,96.0,73.0,0.49,GB
389,zaltan,32.95,11.87,71.36600000000001,77.0,0.0,2.22,LY
390,ishigaki,24.34,124.16,89.6,79.0,75.0,6.2,JP
391,kodiak,57.79,-152.41,60.8,72.0,20.0,2.6,US
392,saint anthony,45.02,-93.22,77.0,64.0,1.0,4.6,US
393,nizhniy kuranakh,58.84,125.49,62.258,91.0,100.0,1.01,RU
394,manicaragua,22.15,-79.97,78.8,94.0,75.0,2.1,CU
395,onega,63.91,38.14,57.182000000000016,77.0,100.0,1.95,RU
396,shenjiamen,29.96,122.3,78.65600000000003,87.0,100.0,5.45,CN
397,belgrade,44.8,20.47,66.2,93.0,0.0,1.5,RS
398,pringsewu,-5.36,104.97,79.7,78.0,100.0,1.02,ID
399,baghdad,33.34,44.4,86.0,30.0,0.0,3.1,IQ
400,chalakudi,10.3,76.34,77.0,94.0,75.0,2.1,IN
401,tautira,-17.73,-149.15,77.0,73.0,75.0,2.1,PF
402,cam ranh,11.92,109.16,84.2,79.0,75.0,1.52,VN
403,ambon,-3.7,128.18,84.99199999999999,83.0,75.0,4.1,ID
404,kailua,21.4,-157.74,86.0,58.0,40.0,6.7,US
405,dalton,34.77,-84.97,80.6,69.0,1.0,1.5,US
406,vaitape,-16.52,-151.75,78.22400000000002,79.0,1.0,9.57,PF
407,singaraja,-8.11,115.09,81.44600000000005,59.0,99.0,0.47,ID
408,boa vista,2.82,-60.67,78.8,83.0,75.0,1.5,BR
409,yinchuan,38.47,106.27,79.41200000000006,50.0,29.0,1.98,CN
410,gayny,60.31,54.32,58.02800000000006,73.0,38.0,3.2,RU
411,aketi,2.74,23.78,68.99000000000002,91.0,100.0,0.58,CD
412,hvide sande,56.0,8.13,57.00200000000008,75.0,100.0,2.24,DK
413,benalla,-36.55,145.98,48.992,81.0,75.0,2.1,AU
414,cidreira,-30.18,-50.21,64.83200000000002,82.0,88.0,3.74,BR
415,gasa,31.5,34.47,75.00200000000008,62.0,0.0,2.94,PS
416,douentza,15.0,-2.95,90.51800000000009,44.0,2.0,5.85,ML
417,kinanah,0.0,0.0,0.0,0.0,0.0,0.0,
418,sitka,57.05,-135.33,59.0,77.0,40.0,4.6,US
419,manzhouli,49.6,117.43,80.24000000000002,47.0,69.0,4.47,CN
420,komsomolskiy,40.43,71.72,78.8,44.0,78.0,5.1,UZ
421,marseille,43.33,5.5,77.0,73.0,42.0,3.1,FR
422,mecca,21.43,39.83,80.816,67.0,57.0,1.63,SA
423,sorland,67.67,12.69,52.23200000000001,89.0,100.0,11.9,NO
424,itoman,26.12,127.67,87.8,79.0,75.0,4.6,JP
425,usinsk,65.99,57.53,63.82400000000001,62.0,0.0,3.94,RU
426,rangpur,25.75,89.25,82.09400000000008,85.0,100.0,5.48,BD
427,cayenne,4.93,-52.33,75.2,100.0,100.0,2.06,GF
428,saint-joseph,-21.37,55.62,66.2,59.0,90.0,8.2,RE
429,husavik,66.04,-17.34,44.6,75.0,75.0,2.6,IS
430,manresa,41.73,1.83,69.00800000000001,78.0,2.0,2.68,ES
431,kommunisticheskiy,61.68,64.48,60.20600000000003,57.0,68.0,1.57,RU
432,cooma,-36.23,149.13,37.4,100.0,40.0,5.1,AU
433,araouane,18.9,-3.53,98.29400000000007,22.0,96.0,2.12,ML
434,jaguarao,-32.57,-53.38,66.00200000000008,74.0,100.0,2.46,BR
435,vila franca do campo,37.72,-25.43,62.6,77.0,20.0,1.5,PT
436,lagoa,39.05,-27.98,69.04400000000007,76.0,1.0,2.71,PT
437,chagda,0.0,0.0,0.0,0.0,0.0,0.0,
438,sabang,5.89,95.32,81.41000000000008,74.0,100.0,1.76,ID
439,caconda,-13.73,15.07,45.03200000000002,56.0,0.0,1.98,AO
440,zyryanka,65.75,150.85,86.81000000000009,27.0,0.0,2.76,RU
441,oistins,13.07,-59.53,82.4,69.0,20.0,4.1,BB
442,mullaitivu,0.0,0.0,0.0,0.0,0.0,0.0,
443,grindavik,63.84,-22.43,48.2,81.0,40.0,5.7,IS
444,cazaje,0.0,0.0,0.0,0.0,0.0,0.0,
445,kindu,-2.95,25.95,75.16400000000003,58.0,96.0,0.68,CD
446,prince rupert,54.32,-130.32,53.6,100.0,90.0,2.6,CA
447,thunder bay,48.4,-89.32,69.8,52.0,75.0,1.5,CA
448,saint-louis,16.33,-15.0,81.734,69.0,70.0,5.08,SN
449,aitape,-3.14,142.35,86.77400000000002,64.0,6.0,2.85,PG
450,eston,51.15,-108.75,77.0,53.0,75.0,4.6,CA
451,sorvag,0.0,0.0,0.0,0.0,0.0,0.0,
452,abay,49.63,72.85,62.6,93.0,75.0,3.0,KZ
453,bonavista,48.65,-53.11,61.610000000000085,76.0,100.0,5.72,CA
454,sao lourenco do sul,-31.37,-51.98,66.99199999999999,88.0,100.0,3.17,BR
455,lodwar,3.12,35.6,78.00800000000001,64.0,80.0,3.84,KE
456,nanchang,28.68,115.88,89.47400000000002,67.0,100.0,0.73,CN
457,karkaralinsk,0.0,0.0,0.0,0.0,0.0,0.0,
458,brae,60.4,-1.35,50.0,93.0,20.0,2.6,GB
459,gari,59.43,62.35,56.80400000000005,66.0,0.0,2.51,RU
460,huarmey,-10.07,-78.15,61.016000000000005,88.0,59.0,4.42,PE
461,urengoy,65.97,78.37,54.122000000000035,62.0,0.0,6.88,RU
462,mata,40.68,-7.46,60.998000000000026,1.0,0.0,0.45,PT
463,zhob,31.34,69.45,79.88000000000004,53.0,0.0,1.07,PK
464,esperance,-33.87,121.9,51.8,87.0,40.0,2.1,AU
465,tanjong tokong,0.0,0.0,0.0,0.0,0.0,0.0,
466,tahta,26.77,31.5,82.4,34.0,0.0,3.1,EG
467,ayagoz,47.97,80.44,72.28399999999999,40.0,12.0,1.71,KZ
468,chapais,49.78,-74.85,68.0,56.0,1.0,1.0,CA
469,nizhnevartovsk,60.93,76.55,55.4,87.0,10.0,2.0,RU
470,sur,22.57,59.53,84.542,69.0,3.0,5.16,OM
471,perpignan,42.75,2.75,75.00200000000008,78.0,59.0,5.1,FR
472,guantanamo,20.14,-75.21,84.2,74.0,75.0,2.1,CU
473,bathsheba,13.22,-59.52,82.4,69.0,20.0,4.1,BB
474,tshikapa,-6.42,20.8,65.80400000000006,40.0,0.0,1.21,CD
475,hanzhong,33.07,107.03,70.44800000000002,91.0,99.0,1.59,CN
476,poum,-20.23,164.02,74.174,73.0,0.0,6.41,NC
477,orange cove,36.62,-119.31,91.00400000000005,33.0,1.0,3.74,US
478,riohacha,11.54,-72.91,81.28399999999999,71.0,80.0,5.24,CO
479,luderitz,-26.65,15.16,68.0,22.0,0.0,1.5,NA
480,boguchany,58.38,97.45,58.748000000000026,77.0,98.0,2.58,RU
481,mudon,16.26,97.72,83.3,77.0,20.0,1.9,MM
482,kamaishi,39.27,141.88,78.8,69.0,40.0,1.0,JP
483,pokrovsk-uralskiy,0.0,0.0,0.0,0.0,0.0,0.0,
484,haibowan,0.0,0.0,0.0,0.0,0.0,0.0,
485,marawi,8.0,124.29,84.00200000000008,71.0,57.0,2.68,PH
486,beawar,26.1,74.32,80.00600000000003,77.0,100.0,1.53,IN
487,pochutla,15.74,-96.47,76.766,87.0,65.0,1.34,MX
488,srandakan,-7.94,110.25,80.58200000000002,67.0,100.0,5.68,ID
489,havoysund,71.0,24.66,48.2,100.0,75.0,3.1,NO
490,yunjinghong,0.0,0.0,0.0,0.0,0.0,0.0,
491,dong hoi,17.48,106.6,90.05,53.0,3.0,0.89,VN
492,estelle,29.85,-90.11,82.4,94.0,75.0,4.1,US
493,sola,-13.88,167.55,80.18600000000006,83.0,76.0,8.77,VU
494,asau,46.43,26.4,57.992,99.0,44.0,1.65,RO
495,hobyo,5.35,48.53,76.19000000000003,74.0,66.0,11.41,SO
496,warrnambool,-38.38,142.48,50.0,78.0,100.0,3.58,AU
497,dingle,11.0,122.67,86.27000000000007,69.0,100.0,0.83,PH
498,faya,18.39,42.45,69.8,88.0,73.0,3.1,SA
499,karamken,0.0,0.0,0.0,0.0,0.0,0.0,
500,tumannyy,0.0,0.0,0.0,0.0,0.0,0.0,
501,kiruna,67.86,20.23,46.4,100.0,100.0,4.6,SE
502,inyonga,-6.72,32.07,55.97600000000009,70.0,14.0,2.08,TZ
503,noumea,-22.28,166.46,82.4,51.0,90.0,3.1,NC
504,ambodifototra,0.0,0.0,0.0,0.0,0.0,0.0,
505,beyneu,45.32,55.2,74.75,49.0,0.0,4.15,KZ
506,kenai,60.55,-151.26,66.2,63.0,1.0,5.1,US
507,wadi musa,30.32,35.48,65.12000000000006,41.0,0.0,2.36,JO
508,mogadishu,2.04,45.34,76.60400000000006,73.0,73.0,10.48,SO
509,chernyakhiv,50.46,28.67,50.288000000000046,89.0,0.0,2.08,UA
510,savda,21.15,75.88,79.71800000000009,82.0,86.0,2.1,IN
511,norrtalje,59.76,18.7,57.992,64.0,99.0,2.68,SE
512,beringovskiy,63.05,179.32,53.13200000000002,65.0,88.0,3.8,RU
513,phan rang,0.0,0.0,0.0,0.0,0.0,0.0,
514,tezu,27.92,96.17,76.06400000000004,85.0,100.0,1.13,IN
515,sandnessjoen,66.02,12.63,51.8,93.0,100.0,6.2,NO
516,coihaique,-45.58,-72.07,19.4,92.0,7.0,1.5,CL
517,severnyy,50.68,36.55,55.4,71.0,100.0,1.26,RU
518,arkhangelsk,64.54,40.54,62.6,100.0,90.0,3.0,RU
519,pedan,0.0,0.0,0.0,0.0,0.0,0.0,
520,atar,20.52,-13.05,92.35400000000006,37.0,0.0,3.94,MR
521,luena,-11.78,19.92,47.84000000000002,56.0,0.0,1.97,AO
522,chernyshkovskiy,48.42,42.23,59.63000000000004,68.0,0.0,2.57,RU
523,lompoc,34.64,-120.46,64.4,72.0,4.0,5.7,US
524,hokitika,-42.72,170.97,49.22600000000009,63.0,94.0,3.38,NZ
525,crewe,53.1,-2.44,59.0,93.0,63.0,1.64,GB
526,halalo,0.0,0.0,0.0,0.0,0.0,0.0,
527,amazar,53.86,120.88,68.86400000000003,90.0,100.0,3.07,RU
528,sao filipe,14.9,-24.5,76.87400000000001,86.0,98.0,4.81,CV
529,grand river south east,0.0,0.0,0.0,0.0,0.0,0.0,
530,fort nelson,58.81,-122.7,66.2,59.0,75.0,2.1,CA
531,ketchikan,55.34,-131.65,59.0,93.0,90.0,4.1,US
532,montepuez,-13.13,39.0,59.45,76.0,21.0,3.7,MZ
533,san policarpo,12.18,125.51,85.49600000000005,68.0,100.0,1.79,PH
534,christchurch,-43.53,172.63,53.6,37.0,0.0,0.5,NZ
535,berlevag,70.86,29.09,56.768000000000086,87.0,0.0,4.14,NO
536,moose factory,51.26,-80.61,73.4,60.0,1.0,2.6,CA
537,kamenskoye,0.0,0.0,0.0,0.0,0.0,0.0,
538,buy,58.48,41.53,48.65,94.0,0.0,2.88,RU
539,tarko-sale,64.92,77.78,55.004000000000055,68.0,0.0,6.14,RU
540,nome,64.5,-165.41,48.2,81.0,90.0,5.1,US
541,abu zabad,12.35,29.25,78.11600000000001,66.0,100.0,6.48,SD
542,anadyr,64.75,177.48,62.6,67.0,67.0,4.0,RU
543,san juan,-31.54,-68.54,37.77800000000006,72.0,0.0,0.6,AR
544,ivanteyevka,55.97,37.92,53.99600000000005,81.0,25.0,2.0,RU
545,cibitoke,-2.88,29.25,61.483999999999995,69.0,17.0,1.26,BI
546,qasigiannguit,68.82,-51.19,53.6,58.0,100.0,0.5,GL
547,udachnyy,66.42,112.4,60.8,63.0,40.0,3.0,RU
548,khandbari,27.37,87.2,75.03800000000004,74.0,93.0,0.81,NP
549,zhangjiakou,40.81,114.88,79.62800000000007,41.0,33.0,1.86,CN
550,ust-kamchatsk,0.0,0.0,0.0,0.0,0.0,0.0,
551,alofi,-19.06,-169.92,78.8,83.0,75.0,8.2,NU
552,mayumba,-3.43,10.66,69.11600000000001,87.0,0.0,0.41,GA
553,miles city,46.41,-105.84,84.2,32.0,1.0,4.6,US
554,vila velha,-20.33,-40.29,64.4,93.0,0.0,1.0,BR
555,general roca,-39.03,-67.58,33.8,87.0,98.0,2.6,AR
556,kalush,49.01,24.37,53.36600000000001,91.0,0.0,0.88,UA
557,pundaguitan,6.37,126.17,83.75,67.0,48.0,0.47,PH
558,naqadeh,36.96,45.39,66.79400000000007,71.0,0.0,0.98,IR
559,hornepayne,49.21,-84.77,62.47400000000001,63.0,48.0,3.37,CA
560,kuytun,54.34,101.5,69.27800000000006,62.0,22.0,3.53,RU
561,palabuhanratu,0.0,0.0,0.0,0.0,0.0,0.0,
562,portland,45.52,-122.68,75.2,49.0,1.0,3.1,US
563,pachino,36.72,15.09,75.99199999999999,64.0,0.0,1.5,IT
564,lazaro cardenas,17.96,-102.2,80.87000000000006,77.0,99.0,1.51,MX
565,santiago,-33.46,-70.65,46.4,75.0,75.0,2.1,CL
566,serenje,-13.23,30.24,46.58000000000004,88.0,22.0,4.87,ZM
567,isla mujeres,21.23,-86.73,84.2,79.0,75.0,5.1,MX
568,artyk,0.0,0.0,0.0,0.0,0.0,0.0,
569,yarensk,62.17,49.09,59.39600000000005,92.0,97.0,1.41,RU
570,cockburn harbour,0.0,0.0,0.0,0.0,0.0,0.0,
571,lewisporte,49.25,-55.05,68.0,64.0,75.0,5.1,CA
572,marsa matruh,31.35,27.25,69.8,88.0,0.0,3.28,EG
573,jammalamadugu,14.83,78.4,77.19800000000002,84.0,100.0,2.83,IN
574,calmar,53.27,-113.82,66.00200000000008,93.0,75.0,3.6,CA
575,talen,23.57,76.72,80.88800000000005,78.0,0.0,0.42,IN
576,sao gabriel da cachoeira,-0.13,-67.09,72.96800000000009,96.0,97.0,0.45,BR
577,vieux-habitants,16.06,-61.77,80.6,88.0,75.0,2.1,GP
578,kijang,35.24,129.21,75.2,83.0,75.0,5.1,KR
579,syasstroy,60.14,32.57,50.61200000000006,89.0,0.0,2.88,RU
580,livingston,55.9,-3.52,55.004000000000055,93.0,75.0,2.1,GB
581,huilong,31.81,121.66,80.99600000000005,69.0,88.0,6.83,CN
582,gizo,-8.1,156.84,83.89400000000008,76.0,79.0,4.24,SB
583,bogandinskiy,56.89,65.89,57.2,71.0,2.0,4.0,RU
584,sao sebastiao,-23.76,-45.41,68.07200000000003,79.0,15.0,1.99,BR
585,petrokamenskoye,57.72,60.65,54.23000000000004,75.0,0.0,3.48,RU
586,basco,20.45,121.97,85.64000000000001,77.0,100.0,3.72,PH
587,ixtapa,20.7,-105.2,78.99800000000002,88.0,90.0,2.1,MX
588,talnakh,69.49,88.4,48.2,81.0,23.0,10.0,RU
589,alghero,40.56,8.32,73.99400000000007,82.0,0.0,1.0,IT
590,porbandar,21.64,69.61,84.07400000000001,78.0,100.0,6.5,IN
591,taltal,-25.4,-70.48,50.73800000000004,60.0,0.0,2.34,CL
592,strezhevoy,60.73,77.59,55.4,87.0,49.0,2.0,RU
593,bourges,47.25,2.42,64.00400000000005,59.0,12.0,1.5,FR
594,oktyabrskiy,54.48,53.47,58.51400000000003,94.0,100.0,3.09,RU
595,mgachi,51.05,142.27,62.24000000000002,69.0,100.0,0.82,RU
596,marsh harbour,26.54,-77.06,83.13800000000005,76.0,0.0,7.28,BS
597,plettenberg bay,-34.05,23.37,67.442,28.0,0.0,3.77,ZA
598,buraydah,26.33,43.98,87.8,52.0,73.0,2.1,SA
599,ouallam,14.32,2.09,84.25400000000005,63.0,92.0,6.58,NE
600,verkhnyaya toyma,0.0,0.0,0.0,0.0,0.0,0.0,
601,tofield,0.0,0.0,0.0,0.0,0.0,0.0,
602,zhangye,0.0,0.0,0.0,0.0,0.0,0.0,
603,ust-kuyga,0.0,0.0,0.0,0.0,0.0,0.0,
604,paamiut,0.0,0.0,0.0,0.0,0.0,0.0,
605,zhigansk,0.0,0.0,0.0,0.0,0.0,0.0,
606,methoni,0.0,0.0,0.0,0.0,0.0,0.0,
607,sangar,0.0,0.0,0.0,0.0,0.0,0.0,
608,ambovombe,0.0,0.0,0.0,0.0,0.0,0.0,
609,baishishan,0.0,0.0,0.0,0.0,0.0,0.0,
610,poplar bluff,0.0,0.0,0.0,0.0,0.0,0.0,
611,liwale,0.0,0.0,0.0,0.0,0.0,0.0,
612,tessalit,0.0,0.0,0.0,0.0,0.0,0.0,
613,kirakira,0.0,0.0,0.0,0.0,0.0,0.0,
614,the valley,0.0,0.0,0.0,0.0,0.0,0.0,
615,orotukan,0.0,0.0,0.0,0.0,0.0,0.0,
616,breyten,0.0,0.0,0.0,0.0,0.0,0.0,
617,baikunthpur,0.0,0.0,0.0,0.0,0.0,0.0,
