city_id,City Name,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Windspeed
347,saleaula,0.0,0.0,0.0,0.0,0.0,0.0
348,leh,0.0,0.0,0.0,0.0,0.0,0.0
349,magadi,0.0,0.0,0.0,0.0,0.0,0.0
350,syamzha,0.0,0.0,0.0,0.0,0.0,0.0
351,nacala,0.0,0.0,0.0,0.0,0.0,0.0
352,alice springs,0.0,0.0,0.0,0.0,0.0,0.0
353,lavrentiya,0.0,0.0,0.0,0.0,0.0,0.0
354,chimbote,0.0,0.0,0.0,0.0,0.0,0.0
355,broome,0.0,0.0,0.0,0.0,0.0,0.0
356,caravelas,0.0,0.0,0.0,0.0,0.0,0.0
357,gouyave,0.0,0.0,0.0,0.0,0.0,0.0
358,sandwick,0.0,0.0,0.0,0.0,0.0,0.0
359,lucapa,0.0,0.0,0.0,0.0,0.0,0.0
360,culipapa,0.0,0.0,0.0,0.0,0.0,0.0
361,nyurba,0.0,0.0,0.0,0.0,0.0,0.0
362,nalut,0.0,0.0,0.0,0.0,0.0,0.0
363,am timan,0.0,0.0,0.0,0.0,0.0,0.0
364,joshimath,0.0,0.0,0.0,0.0,0.0,0.0
365,adolfo ruiz cortines,0.0,0.0,0.0,0.0,0.0,0.0
366,ampanihy,0.0,0.0,0.0,0.0,0.0,0.0
367,rundu,0.0,0.0,0.0,0.0,0.0,0.0
368,frontera,0.0,0.0,0.0,0.0,0.0,0.0
369,qui nhon,0.0,0.0,0.0,0.0,0.0,0.0
370,warrnambool,0.0,0.0,0.0,0.0,0.0,0.0
371,mwinilunga,0.0,0.0,0.0,0.0,0.0,0.0
372,mushie,0.0,0.0,0.0,0.0,0.0,0.0
373,touros,0.0,0.0,0.0,0.0,0.0,0.0
374,dhidhdhoo,0.0,0.0,0.0,0.0,0.0,0.0
375,pedernales,0.0,0.0,0.0,0.0,0.0,0.0
376,saint-francois,0.0,0.0,0.0,0.0,0.0,0.0
377,craig,0.0,0.0,0.0,0.0,0.0,0.0
378,tokur,0.0,0.0,0.0,0.0,0.0,0.0
379,kungurtug,0.0,0.0,0.0,0.0,0.0,0.0
380,elko,0.0,0.0,0.0,0.0,0.0,0.0
381,birjand,0.0,0.0,0.0,0.0,0.0,0.0
382,tessalit,0.0,0.0,0.0,0.0,0.0,0.0
383,nabire,0.0,0.0,0.0,0.0,0.0,0.0
384,nago,0.0,0.0,0.0,0.0,0.0,0.0
385,vanimo,0.0,0.0,0.0,0.0,0.0,0.0
386,tiarei,0.0,0.0,0.0,0.0,0.0,0.0
387,sawakin,0.0,0.0,0.0,0.0,0.0,0.0
388,haines junction,0.0,0.0,0.0,0.0,0.0,0.0
389,synya,0.0,0.0,0.0,0.0,0.0,0.0
390,labuan,0.0,0.0,0.0,0.0,0.0,0.0
391,buchanan,0.0,0.0,0.0,0.0,0.0,0.0
392,saint-augustin,0.0,0.0,0.0,0.0,0.0,0.0
393,kamenka,0.0,0.0,0.0,0.0,0.0,0.0
394,belmonte,0.0,0.0,0.0,0.0,0.0,0.0
395,provins,0.0,0.0,0.0,0.0,0.0,0.0
396,comodoro rivadavia,0.0,0.0,0.0,0.0,0.0,0.0
397,xining,0.0,0.0,0.0,0.0,0.0,0.0
398,yeppoon,0.0,0.0,0.0,0.0,0.0,0.0
399,kiama,0.0,0.0,0.0,0.0,0.0,0.0
400,broken hill,0.0,0.0,0.0,0.0,0.0,0.0
401,anadyr,0.0,0.0,0.0,0.0,0.0,0.0
402,amapa,0.0,0.0,0.0,0.0,0.0,0.0
403,aksarayskiy,0.0,0.0,0.0,0.0,0.0,0.0
404,gimli,0.0,0.0,0.0,0.0,0.0,0.0
405,banepa,0.0,0.0,0.0,0.0,0.0,0.0
406,dalvik,0.0,0.0,0.0,0.0,0.0,0.0
407,labytnangi,0.0,0.0,0.0,0.0,0.0,0.0
408,dzaoudzi,0.0,0.0,0.0,0.0,0.0,0.0
409,saint-pierre,0.0,0.0,0.0,0.0,0.0,0.0
410,nouadhibou,0.0,0.0,0.0,0.0,0.0,0.0
411,sao felix do xingu,0.0,0.0,0.0,0.0,0.0,0.0
412,cabot,0.0,0.0,0.0,0.0,0.0,0.0
413,liverpool,0.0,0.0,0.0,0.0,0.0,0.0
414,umzimvubu,0.0,0.0,0.0,0.0,0.0,0.0
415,ruthin,0.0,0.0,0.0,0.0,0.0,0.0
416,orocue,0.0,0.0,0.0,0.0,0.0,0.0
417,kamenskoye,0.0,0.0,0.0,0.0,0.0,0.0
418,hokitika,0.0,0.0,0.0,0.0,0.0,0.0
419,manaquiri,0.0,0.0,0.0,0.0,0.0,0.0
420,pemba,0.0,0.0,0.0,0.0,0.0,0.0
421,mao,0.0,0.0,0.0,0.0,0.0,0.0
422,fort nelson,0.0,0.0,0.0,0.0,0.0,0.0
423,tumannyy,0.0,0.0,0.0,0.0,0.0,0.0
424,airai,0.0,0.0,0.0,0.0,0.0,0.0
425,san gabriel,0.0,0.0,0.0,0.0,0.0,0.0
426,port-gentil,0.0,0.0,0.0,0.0,0.0,0.0
427,inuvik,0.0,0.0,0.0,0.0,0.0,0.0
428,zorritos,0.0,0.0,0.0,0.0,0.0,0.0
429,ahipara,0.0,0.0,0.0,0.0,0.0,0.0
430,angoche,0.0,0.0,0.0,0.0,0.0,0.0
431,lerwick,0.0,0.0,0.0,0.0,0.0,0.0
